"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"22","RT @jafor_the_great: I'm Jafor from Bangladesh. I demand immediate unconditional release of ex PM Khaleda Zia.
#FreeKhaleda
#FreeKhaledaZia…",FALSE,0,NA,2018-03-06 05:45:12,FALSE,NA,"970898069423251456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDShahA90680368",13,TRUE,FALSE,NA,NA
"23","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-03-06 05:45:09,FALSE,NA,"970898055510745088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDShahA90680368",27,TRUE,FALSE,NA,NA
"24","RT @dalim1975: 3 times Prime Minister of Bangladesh #Khaledazia, 72 yrs old, is not given the facilities she deserves as a former PM in jai…",FALSE,0,NA,2018-03-06 05:32:09,FALSE,NA,"970894784649924608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdJainalAbedin9",135,TRUE,FALSE,NA,NA
"25","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-05 16:10:54,FALSE,NA,"970693142679756800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",8,TRUE,FALSE,NA,NA
"26","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-05 11:55:06,FALSE,NA,"970628769609170945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FreeKhaledaZia1",12,TRUE,FALSE,NA,NA
"27","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-05 08:57:17,FALSE,NA,"970584017786486784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sayem57762726",12,TRUE,FALSE,NA,NA
"28","RT @ChowdhuryHashan: I am Hashan , demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. (@BegumZiaBd) 

#…",FALSE,0,NA,2018-03-04 19:19:25,FALSE,NA,"970378196712677378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",14,TRUE,FALSE,NA,NA
"29","RT @NazmultotolH: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s di…",FALSE,0,NA,2018-03-04 19:07:58,FALSE,NA,"970375314718187520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobelAhamed19",2,TRUE,FALSE,NA,NA
"30","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 17:56:19,FALSE,NA,"970357285028380672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zr1951481_wasif",12,TRUE,FALSE,NA,NA
"31","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 17:40:25,FALSE,NA,"970353283842785280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mukhles85202393",12,TRUE,FALSE,NA,NA
"32","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 15:07:36,FALSE,NA,"970314826940477440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyedaSumiya",12,TRUE,FALSE,NA,NA
"33","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 12:59:15,FALSE,NA,"970282524441174017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jalalgl",12,TRUE,FALSE,NA,NA
"34","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 11:20:09,FALSE,NA,"970257583360503808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","atiquerussell",12,TRUE,FALSE,NA,NA
"35","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 11:03:24,FALSE,NA,"970253368336662529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moniruj18455738",12,TRUE,FALSE,NA,NA
"36","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 07:04:42,FALSE,NA,"970193301121855488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rashed_shaheen",12,TRUE,FALSE,NA,NA
"37","RT @NazmultotolH: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 06:15:58,FALSE,NA,"970181037044084737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",12,TRUE,FALSE,NA,NA
"38","RT @NazmultotolH: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s di…",FALSE,0,NA,2018-03-04 06:15:15,FALSE,NA,"970180854872924161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",2,TRUE,FALSE,NA,NA
"39","Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanin… https://t.co/x9ZKFuxVik",FALSE,2,"NazmultotolH",2018-03-04 05:30:32,TRUE,"970169597209935872","970169600590540800","2269061682","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NazmultotolH",2,FALSE,FALSE,NA,NA
"40","#Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN… https://t.co/cwU2m3JTYF",FALSE,29,NA,2018-03-04 05:29:39,TRUE,NA,"970169377084461056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NazmultotolH",12,FALSE,FALSE,NA,NA
"41","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-04 05:00:07,FALSE,NA,"970161946149335040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shaembd7",8,TRUE,FALSE,NA,NA
"42","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-04 04:24:09,FALSE,NA,"970152895252348929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdNur825726",12,TRUE,FALSE,NA,NA
"43","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-04 04:18:12,FALSE,NA,"970151397667717120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdNur825726",8,TRUE,FALSE,NA,NA
"44","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-04 04:12:13,FALSE,NA,"970149893925888000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobelAhamed19",8,TRUE,FALSE,NA,NA
"45","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-04 03:22:45,FALSE,NA,"970137444254298112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",8,TRUE,FALSE,NA,NA
"46","RT @khaledchow1: Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanina’s dic…",FALSE,0,NA,2018-03-04 02:50:03,FALSE,NA,"970129214304169984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RAZUSHAFAYETH",8,TRUE,FALSE,NA,NA
"47","Attack on Jaffor Iqbal is another Awami league’s attempt to undermine democracy in Bangladesh and prolonging Hsanin… https://t.co/foYn7e9mRC",FALSE,8,NA,2018-03-04 01:53:38,TRUE,NA,"970115015083687936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","khaledchow1",8,FALSE,FALSE,NA,NA
"48","RT @munnabx: #FreeKhaledaZia 
#FreeKhaleda 
#Democracy 
#Bangladesh https://t.co/1dUSbwQdGw",FALSE,0,NA,2018-03-03 19:59:37,FALSE,NA,"970025925965418496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",18,TRUE,FALSE,NA,NA
"49","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-03 19:51:44,FALSE,NA,"970023940348358656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",12,TRUE,FALSE,NA,NA
"50","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-03 19:49:10,FALSE,NA,"970023294769360896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bappuraj4",12,TRUE,FALSE,NA,NA
"51","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-03 16:08:07,FALSE,NA,"969967665841291269",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",12,TRUE,FALSE,NA,NA
"52","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-03 15:21:46,FALSE,NA,"969956000794009601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobelAhamed19",12,TRUE,FALSE,NA,NA
"53","RT @RajHasan69: Khaleda Zia detained in false and conspiratorial case. 
The people of Bangladesh rejected the verdict filled with hatred.…",FALSE,0,NA,2018-03-03 11:06:41,FALSE,NA,"969891807604523008",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Photosstory009",10,TRUE,FALSE,NA,NA
"54","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-03 06:44:18,FALSE,NA,"969825777637244928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shamsuddinctg25",12,TRUE,FALSE,NA,NA
"55","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 18:18:29,FALSE,NA,"969638088115765248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NasimulK",12,TRUE,FALSE,NA,NA
"56","RT @MonjuAlom1: #FreeKhaledaZia
#FreeKhaleda
#FreeKhaleda_SaveBangladesh
#NoElectionWithoutKhaleda
#SaveBangladesh
#savedemocracy",FALSE,0,NA,2018-03-02 17:51:09,FALSE,NA,"969631208739975168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",2,TRUE,FALSE,NA,NA
"57","RT @rimon_bdksa: #FreeKhaleda zia#save bangladesh https://t.co/OKoGuJTN88",FALSE,0,NA,2018-03-02 17:26:45,FALSE,NA,"969625066487951360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",4,TRUE,FALSE,NA,NA
"58","RT @Newajsharif14: Mother of democracy @BegumZiaBd 
#FreeKhaleda 
#FreeKhaledaZia 
#FreeFairElection 
#Freedemocracy 
#savedemocracy 
#Save…",FALSE,0,NA,2018-03-02 17:14:35,FALSE,NA,"969622004432216064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",12,TRUE,FALSE,NA,NA
"59","RT @ArifulKashem: we demand @BegumZiaBd unconditional free #FreeKhaleda #FreeDemocracy
#NoElectionWithoutKhaledaZia 
@BBCWorld @AJEnglish @…",FALSE,0,NA,2018-03-02 17:11:45,FALSE,NA,"969621290649726977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",5,TRUE,FALSE,NA,NA
"60","RT @TanvirAhmedKh15: Mother of democracy @BegumZiaBd 
#FreeKhaleda 
#FreeKhaledaZia 
#FreeFairElection 
#Freedemocracy 
#savedemocracy 
#Sa…",FALSE,0,NA,2018-03-02 17:11:29,FALSE,NA,"969621227064012800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,TRUE,FALSE,NA,NA
"61","RT @UJHOO17: We made the leader of the country and You are making Nelson Mandela by sending her to prison. 
#FreeKhaleda #FreeDemocracy #Ba…",FALSE,0,NA,2018-03-02 17:11:28,FALSE,NA,"969621219887669248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",2,TRUE,FALSE,NA,NA
"62","RT @RashedMahedi: #FreeKhaledaZia #FreeKhaleda #FreeDemocracy #NoElectionWithoutKhaleda #KhaledaZia #ZiaOrphanageTrust #SayNoToHasina https…",FALSE,0,NA,2018-03-02 17:09:27,FALSE,NA,"969620711852527616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",4,TRUE,FALSE,NA,NA
"63","RT @hmdelwar16: প্রতিহিংসার রাজনীতি বন্ধ করুন,
বেগম খালেদা জিয়াকে নিঃশর্ত মুক্তি দিন,
Stop the politics of vengeance, release Begum Khaled…",FALSE,0,NA,2018-03-02 17:08:20,FALSE,NA,"969620434693083139",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sowkat31182181",13,TRUE,FALSE,NA,NA
"64","RT @SHARIFBDR: Mother of democracy @BegumZiaBd 
#FreeKhaleda 
#FreeKhaledaZia 
#FreeFairElection 
#Freedemocracy 
#savedemocracy 
#SaveBang…",FALSE,0,NA,2018-03-02 17:08:20,FALSE,NA,"969620431597531136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,TRUE,FALSE,NA,NA
"65","RT @Shaembd7: @moinututul @BegumZiaBd @BBCWorld @AJEnglish @guardian @AP @AFP @CNN @XHNews @UN @hrw @Europarl_EN @amnesty @UKinBangladesh @…",FALSE,0,NA,2018-03-02 17:07:58,FALSE,NA,"969620339692056576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,TRUE,FALSE,NA,NA
"66","RT @Hasanur98236396: @hasanurrahmant2 @BegumZiaBd @CNN @BBCWorld @BBCNews @hrw @UNHumanRights #FreeKhaleda #FreeKhaledaZia  #NoElectionWith…",FALSE,0,NA,2018-03-02 17:07:34,FALSE,NA,"969620239930425345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",2,TRUE,FALSE,NA,NA
"67","RT @Hasanur98236396: @dalim1975 @BegumZiaBd @hrw @UN @BBCWorld @cnni @KenRoth #FreeKhaleda  #FreeDemocracy  #NoElectionWithoutKhaledaZia",FALSE,0,NA,2018-03-02 17:07:31,FALSE,NA,"969620226814832641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",2,TRUE,FALSE,NA,NA
"68","RT @Nahidulislam08: #FreeKhaleda
#FreeDemocracy
#NoElectionWithoutKhaledaZia
@Andaleeve @CNN @CNNPolitics @AJEnglish @timesofindia @BBCWorld",FALSE,0,NA,2018-03-02 17:07:29,FALSE,NA,"969620218287984640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sowkat31182181",3,TRUE,FALSE,NA,NA
"69","RT @Nahidulislam08: #FreeKhaleda
#FreeDemocracy
#NoElectionWithoutKhaledaZia
@Andaleeve @CNN @CNNPolitics @AJEnglish @timesofindia @BBCWorld",FALSE,0,NA,2018-03-02 15:17:08,FALSE,NA,"969592449084592129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",3,TRUE,FALSE,NA,NA
"70","RT @hmdelwar16: প্রতিহিংসার রাজনীতি বন্ধ করুন,
বেগম খালেদা জিয়াকে নিঃশর্ত মুক্তি দিন,
Stop the politics of vengeance, release Begum Khaled…",FALSE,0,NA,2018-03-02 15:15:24,FALSE,NA,"969592012604403712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",13,TRUE,FALSE,NA,NA
"71","RT @hmdelwar16: প্রতিহিংসার রাজনীতি বন্ধ করুন,
বেগম খালেদা জিয়াকে নিঃশর্ত মুক্তি দিন,
Stop the politics of vengeance, release Begum Khaled…",FALSE,0,NA,2018-03-02 12:56:41,FALSE,NA,"969557101616840704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",13,TRUE,FALSE,NA,NA
"72","RT @MdAlami29457704: ""You can jail a Revolutionary, but you can't jail the Revolution.""

#FreeKhaledaZia #FreeKhaleda #FreeDemocracy #Khale…",FALSE,0,NA,2018-03-02 12:56:38,FALSE,NA,"969557089805725697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,TRUE,FALSE,NA,NA
"73","RT @anik_khan202: যারা অনলাইনে বেগম খালেদা জিয়ার মুক্তির দাবীতে গনস্বাক্ষর কর্মসূচীতে অংশগ্রহণ করতে চান,বিশেষ করে যারা প্রবাসী, তারা নিচের…",FALSE,0,NA,2018-03-02 12:54:29,FALSE,NA,"969556547842945024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,TRUE,FALSE,NA,NA
"74","RT @Nahidulislam08: #FreeKhaleda
#FreeDemocracy
#NoElectionWithoutKhaledaZia
@Andaleeve @CNN @CNNPolitics @AJEnglish @timesofindia @BBCWorld",FALSE,0,NA,2018-03-02 12:47:37,FALSE,NA,"969554822432137216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",3,TRUE,FALSE,NA,NA
